wall_time,mav_boot_ms,att_age_ms,obs_00,obs_01,obs_02,obs_03,obs_04,obs_05,obs_06,obs_07,obs_08,obs_09,obs_10,obs_11,obs_12,action_0,action_1,action_2,kp_roll_raw,ki_roll_raw,kd_roll_raw,k_roll_raw,kp_pitch_raw,ki_pitch_raw,kd_pitch_raw,k_pitch_raw,kp_eff_roll,ki_eff_roll,kd_eff_roll,kp_eff_pitch,ki_eff_pitch,kd_eff_pitch,obs06_in_range,obs07_in_range,obs08_in_range,obs09_in_range,obs10_in_range,obs11_in_range,flag_rates_sane,flag_obs_finite,flag_action_finite,flag_action_in_range,flag_gains_match,flag_gains_in_bounds
1778955890.884274,26272,0.8,0.002165,-0.000727,-0.000521,0.005265,-0.005974,-0.003084,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999576,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955891.085552,26472,0.5,0.001646,0.000314,-0.003344,0.004367,-0.001594,-0.005307,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999522,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955891.283368,26672,0.3,0.000637,0.000999,-0.003792,0.002305,0.001880,-0.005301,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999465,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955891.486150,26872,0.6,-0.000080,0.001543,0.000455,0.000181,-0.000216,-0.004811,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999398,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955891.688381,27072,0.9,0.000165,0.001681,0.003372,0.001815,-0.003868,-0.006858,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999411,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955891.888634,27272,1.3,0.001049,0.001958,0.004974,0.000355,-0.008120,-0.006229,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999353,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955892.087726,27472,0.8,0.001525,0.002144,0.001089,0.003060,-0.005662,-0.009493,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999391,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955892.288149,27672,1.1,0.001346,0.002519,-0.003703,0.001816,-0.000336,-0.009374,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999354,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955892.486457,27872,0.5,0.001140,0.002743,-0.000427,0.000181,-0.002994,-0.008411,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999302,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955892.688233,28072,1.0,0.000805,0.002619,-0.003283,0.000142,0.000869,-0.007997,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999320,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955892.888731,28272,1.7,0.000134,0.002168,-0.004340,-0.002207,0.003936,-0.004297,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999242,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955893.088179,28472,0.9,-0.000539,0.001768,-0.003066,-0.001329,0.004682,-0.003974,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999306,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955893.285062,28672,0.3,-0.000875,0.001203,-0.000786,-0.003646,0.003411,0.000037,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999248,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955893.489002,28872,1.0,-0.000453,0.000597,0.002010,-0.002251,-0.000651,0.000461,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999370,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955893.688076,29072,0.9,0.000313,0.000035,0.005901,-0.001942,-0.006839,0.001836,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999441,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955893.888442,29272,1.4,0.001022,-0.000660,0.002059,-0.002366,-0.005125,0.004346,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999451,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955894.088750,29472,0.7,0.001604,-0.000677,0.002159,-0.000756,-0.006970,0.002786,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999492,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955894.289956,29672,1.0,0.001938,-0.000300,0.000771,0.002819,-0.006584,-0.001918,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999523,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955894.487624,29872,0.6,0.001889,-0.000051,-0.002433,0.000678,-0.003234,-0.000526,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999483,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955894.687342,30072,0.6,0.001306,0.000319,-0.003422,0.002918,-0.000495,-0.003875,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999504,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955894.891008,30272,1.8,0.000596,0.000663,-0.005183,0.002618,0.003396,-0.004608,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999491,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955895.088667,30472,0.8,-0.000397,0.001057,-0.005252,0.004127,0.006444,-0.007299,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999502,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955895.289948,30672,0.8,-0.000906,0.001557,-0.002604,0.002585,0.005323,-0.007256,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999452,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955895.489755,30872,0.9,-0.001384,0.001993,-0.002178,0.004141,0.006331,-0.010119,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999457,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955895.688043,31072,0.6,-0.001665,0.002629,0.001260,0.004351,0.003735,-0.012239,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999421,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955895.890193,31272,1.4,-0.001316,0.003164,0.003068,0.002979,0.000881,-0.012470,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999354,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955896.086483,31472,0.2,-0.000562,0.003325,0.004383,-0.000865,-0.002697,-0.009110,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999250,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955896.288334,31672,0.7,0.000567,0.002946,0.007044,-0.003495,-0.008746,-0.005343,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999198,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955896.490313,31872,1.0,0.001451,0.002315,0.002100,-0.004959,-0.006454,-0.001987,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999165,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955896.690585,32072,1.0,0.001687,0.001081,-0.001496,-0.008955,-0.003565,0.005712,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999009,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955896.888855,32272,1.1,0.001366,-0.000877,-0.002986,-0.012780,-0.001111,0.015410,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.998918,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955897.086238,32472,0.3,0.000845,-0.002940,-0.004543,-0.010830,0.002007,0.019650,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999183,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955897.290049,32672,0.7,-0.000141,-0.004314,-0.004684,-0.006566,0.005108,0.019508,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999431,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955897.486381,32872,0.2,-0.000910,-0.004931,-0.002529,-0.002875,0.005259,0.017668,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999537,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
1778955897.690465,33072,0.8,-0.001306,-0.004849,-0.000910,0.000182,0.004827,0.014365,0.099419,0.050000,0.198837,0.099419,0.050000,0.198837,1.000000,1.000000,-0.999619,-1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,1.000000,0.171000,0.008600,0.001710,0.171000,0.008600,0.001710,1,1,1,1,1,1,1,1,1,1,1,1
